"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","33562","","","","0"
"2020/2021","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","33562","","","","0"
"2021/2022","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","33562","","","","0"
"2022/2023","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","33562","","","","0"
"2023/2024","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","34484","","","","0"
"2006/2007","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","7254","","","","0"
"2007/2008","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","3759","","","","0"
"2008/2009","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","3928","","","","0"
"2010/2011","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","4124","","","","0"
"2011/2012","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","4165","","","","0"
"2012/2013","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","4283","","","","0"
"2013/2014","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","4351","","","","0"
"2014/2015","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","4456","","","","0"
"2015/2016","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","4616","","","","0"
"2016/2017","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","4615","","","","0"
"2017/2018","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","4746","","","","0"
"2018/2019","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","5005","","","","0"
"2019/2020","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","5261","","","","0"
"2020/2021","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","5393","","","","0"
"2021/2022","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","5562","","","","0"
"2022/2023","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","5784","","","","0"
"2023/2024","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427435","8.9","5943","","","","0"
"2006/2007","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","1986","","","","0"
"2007/2008","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","3759","","","","0"
"2008/2009","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","3928","","","","0"
"2010/2011","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","4124","","","","0"
"2011/2012","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","4165","","","","0"
"2012/2013","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","4283","","","","0"
"2013/2014","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","4351","","","","0"
"2014/2015","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","4456","","","","0"
"2015/2016","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","4540","","","","0"
"2016/2017","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","4698","","","","0"
"2017/2018","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","4821","","","","0"
"2018/2019","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","5138","","","","0"
"2019/2020","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","5469","","","","0"
"2020/2021","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","5591","","","","0"
"2021/2022","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","5650","","","","0"
"2022/2023","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","5862","","","","0"
"2023/2024","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427419","8.10","6023","","","","0"
"2006/2007","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","8997","","","","0"
"2007/2008","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","3759","","","","0"
"2008/2009","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","3928","","","","0"
"2010/2011","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","4124","","","","0"
"2011/2012","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","4165","","","","0"
"2012/2013","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","4283","","","","0"
"2013/2014","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","4351","","","","0"
"2014/2015","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","4456","","","","0"
"2015/2016","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","4540","","","","0"
"2016/2017","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","4595","","","","0"
"2017/2018","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","4655","","","","0"
"2018/2019","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","4962","","","","0"
"2019/2020","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","5148","","","","0"
"2020/2021","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","5341","","","","0"
"2021/2022","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","5541","","","","0"
"2022/2023","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","5749","","","","0"
"2023/2024","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427420","8.11","5907","","","","0"
"2006/2007","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","5500","","","","0"
"2007/2008","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","3759","","","","0"
"2008/2009","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","3928","","","","0"
"2010/2011","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","4124","","","","0"
"2011/2012","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","4165","","","","0"
"2012/2013","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","4283","","","","0"
"2013/2014","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","4351","","","","0"
"2014/2015","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","4456","","","","0"
"2015/2016","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","4540","","","","0"
"2016/2017","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","4595","","","","0"
"2017/2018","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","4655","","","","0"
"2018/2019","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","4962","","","","0"
"2019/2020","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","5148","","","","0"
"2020/2021","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","5341","","","","0"
"2021/2022","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","5541","","","","0"
"2022/2023","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","5749","","","","0"
"2023/2024","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427421","8.12","5907","","","","0"
"2006/2007","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427422","8.13","9973","","","","0"
"2007/2008","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427422","8.13","3759","","","","0"
"2008/2009","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427422","8.13","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427422","8.13","3928","","","","0"
"2010/2011","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427422","8.13","4124","","","","0"
"2011/2012","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427422","8.13","4165","","","","0"
